cylinders,displacement,horsepower,weight,acceleration,model year,mpg
0.2,0.04392764857881137,0.10326086956521739,0.1409129571874114,0.6666666666666666,0.8333333333333334,40.8
0.2,0.07751937984496124,0.20108695652173914,0.13098950949815708,0.47023809523809523,0.5833333333333334,33.5
0.2,0.07493540051679587,0.22826086956521738,0.13807768641905302,0.5059523809523809,0.16666666666666666,27.0
0.2,0.1343669250645995,0.15217391304347827,0.28976467252622623,0.6130952380952381,0.9166666666666666,31.6
0.2,0.1343669250645995,0.27717391304347827,0.24836971930819393,0.41666666666666663,0.3333333333333333,24.0
0.2,0.11369509043927649,0.21195652173913043,0.27275304791607596,0.488095238095238,1.0,31.0
0.6,0.34108527131782945,0.266304347826087,0.43719875248086193,0.6071428571428571,0.6666666666666666,20.5
0.2,0.09560723514211886,0.15760869565217392,0.17493620640771193,0.38690476190476186,0.6666666666666666,30.9
1.0,0.6459948320413437,0.5108695652173914,0.6016444570456478,0.3095238095238095,0.6666666666666666,19.4
1.0,0.813953488372093,0.7282608695652174,0.94754749078537,0.20833333333333331,0.08333333333333333,12.0
0.6,0.4702842377260982,0.2826086956521739,0.542103770910122,0.6547619047619048,0.5833333333333334,18.5
1.0,0.7312661498708011,0.5543478260869565,0.8630564218882903,0.3273809523809524,0.4166666666666667,14.0
0.2,0.059431524547803614,0.125,0.14658349872412815,0.3988095238095237,0.75,37.3
1.0,0.6459948320413437,0.5652173913043478,0.6597675077969947,0.3095238095238095,0.5,13.0
0.2,0.13695090439276486,0.34782608695652173,0.2968528494471222,0.35714285714285715,0.25,24.0
0.2,0.22739018087855298,0.25,0.2855117663736887,0.38095238095238093,0.9166666666666666,25.8
0.6,0.25839793281653745,0.4673913043478261,0.36773461865608165,0.20238095238095238,0.8333333333333334,32.7
0.6,0.34108527131782945,0.22826086956521738,0.4102636801814573,0.5416666666666667,0.9166666666666666,20.2
0.2,0.07493540051679587,0.22826086956521738,0.188829033172668,0.6547619047619048,0.25,20.0
0.6,0.42377260981912146,0.29347826086956524,0.368868726963425,0.47619047619047616,0.4166666666666667,20.0
0.2,0.059431524547803614,0.11956521739130435,0.10547207258293168,0.47619047619047616,0.9166666666666666,34.1
0.2,0.12403100775193798,0.15760869565217392,0.15452225687553162,0.4464285714285714,0.25,24.0
0.2,0.22739018087855298,0.32065217391304346,0.32095265097816844,0.5178571428571428,0.6666666666666666,23.2
0.6,0.40568475452196384,0.29347826086956524,0.5778281825914375,0.5773809523809523,0.5,20.0
0.6,0.4702842377260982,0.29347826086956524,0.47207258293167,0.5952380952380952,0.25,16.0
1.0,0.8578811369509044,0.7010869565217391,0.7859370569889425,0.23809523809523808,0.16666666666666666,14.0
0.6,0.4702842377260982,0.32065217391304346,0.6475758434930536,0.625,0.4166666666666667,16.0
0.2,0.059431524547803614,0.11956521739130435,0.10121916643039411,0.5714285714285715,1.0,31.0
0.2,0.07493540051679587,0.25,0.19138077686419053,0.5357142857142857,0.16666666666666666,28.0
1.0,0.7286821705426356,0.5380434782608695,0.8015310462149136,0.35714285714285715,0.4166666666666667,15.0
0.2,0.1343669250645995,0.27717391304347827,0.2531896796144032,0.38690476190476186,0.16666666666666666,23.0
0.2,0.11886304909560723,0.24456521739130435,0.2747377374539268,0.35714285714285715,0.25,20.0
0.2,0.17054263565891473,0.266304347826087,0.2685001417635384,0.369047619047619,0.6666666666666666,27.5
0.2,0.04392764857881137,0.10326086956521739,0.115395520272186,0.6666666666666666,0.75,31.8
0.2,0.18604651162790697,0.2391304347826087,0.22540402608449106,0.6845238095238095,0.16666666666666666,20.0
1.0,0.8320413436692506,0.782608695652174,0.6342500708817692,0.02976190476190476,0.0,15.0
0.6,0.42118863049095606,0.32065217391304346,0.5449390416784803,0.6666666666666666,0.6666666666666666,19.2
1.0,0.6459948320413437,0.5652173913043478,0.8179756166713921,0.38690476190476186,0.4166666666666667,16.0
0.2,0.07751937984496124,0.13043478260869565,0.14374822795576978,0.4464285714285714,0.8333333333333334,32.1
0.2,0.07751937984496124,0.16304347826086957,0.15055287779982987,0.3988095238095237,0.8333333333333334,41.5
1.0,0.8578811369509044,0.657608695652174,0.933654664020414,0.26785714285714285,0.25,12.0
1.0,0.9612403100775194,0.9184782608695652,0.7652395803799262,0.02976190476190476,0.0,14.0
0.6,0.42377260981912146,0.2391304347826087,0.4173518571023533,0.5714285714285715,0.5,22.5
0.2,0.046511627906976744,0.10326086956521739,0.1026368018145733,0.4285714285714285,0.75,34.1
1.0,0.7545219638242894,0.7010869565217391,0.6260277856535299,0.17857142857142858,0.25,13.0
0.2,0.13953488372093023,0.2717391304347826,0.19478310178622057,0.4464285714285714,0.5833333333333334,25.5
0.2,0.056847545219638244,0.010869565217391304,0.13382478026651545,0.8154761904761904,0.8333333333333334,44.3
0.2,0.12403100775193798,0.2391304347826087,0.1445988091862773,0.35714285714285715,0.08333333333333333,28.0
0.6,0.2661498708010336,0.27717391304347827,0.38871562234193363,0.38690476190476186,0.4166666666666667,18.0
0.2,0.10077519379844961,0.21739130434782608,0.241281542387298,0.4464285714285714,0.5,28.0
0.2,0.07751937984496124,0.07608695652173914,0.15622341933654665,0.8392857142857143,0.5,24.5
0.6,0.42118863049095606,0.34782608695652173,0.5109157924581798,0.4642857142857143,0.9166666666666666,22.4
0.2,0.07751937984496124,0.11956521739130435,0.12248369719308194,0.625,0.5833333333333334,31.5
0.2,0.10077519379844961,0.15760869565217392,0.16926566487099517,0.38095238095238093,0.9166666666666666,33.7
0.6,0.19896640826873385,0.16304347826086957,0.4386163878650411,0.6904761904761906,0.9166666666666666,30.7
0.2,0.07493540051679587,0.11413043478260869,0.10547207258293168,0.4999999999999999,0.5833333333333334,30.0
0.6,0.2713178294573643,0.34782608695652173,0.3152821094414517,0.2738095238095238,0.9166666666666666,23.5
0.2,0.1343669250645995,0.15760869565217392,0.2633966543804933,0.5654761904761905,0.8333333333333334,31.3
